910,461,V,Pittsburgh,0,3,8,10,21,48.5,51,300,27.5,1
910,462,H,NewEngland,0,14,7,7,28,2.5,7,-365,3,1
913,463,V,GreenBay,7,3,7,14,31,5,6,-295,24.5,2
913,464,H,Chicago,3,10,3,7,23,50,48.5,230,6.5,2
913,465,V,KansasCity,14,13,0,0,27,42,pk,-119,21,3
913,466,H,Houston,6,3,0,11,20,1,40.5,-101,1.5,3
913,467,V,Cleveland,0,10,0,0,10,41,38.5,170,20.5,4
913,468,H,NYJets,0,14,10,7,31,2.5,3.5,-200,pk,4
913,469,V,Indianapolis,0,0,8,6,14,2.5,44,-105,3.5,5
913,470,H,Buffalo,7,10,7,3,27,47,pk,-115,23.5,5
913,471,V,Miami,0,7,0,10,17,2.5,4,-210,5,6
913,472,H,Washington,3,7,0,0,10,44,45,180,23,6
913,473,V,Carolina,3,7,7,3,20,4,3,-150,2,7
913,474,H,Jacksonville,3,6,0,0,9,42.5,41,130,20.5,7
913,475,V,Seattle,7,3,3,18,31,3,3.5,-175,3,8
913,476,H,St.Louis,0,10,14,7,34,43,41,155,20.5,8
913,477,V,NewOrleans,3,7,3,6,19,47,49,117,0.5,9
913,478,H,Arizona,7,7,3,14,31,2.5,2,-137,24.5,9
913,479,V,Detroit,7,14,0,7,28,45.5,45.5,160,24,10
913,480,H,SanDiego,3,7,10,13,33,2,3.5,-180,6.5,10
913,481,V,Tennessee,21,14,7,0,42,42,40,140,20.5,11
913,482,H,TampaBay,0,7,0,7,14,3,3,-160,3.5,11
913,483,V,Cincinnati,7,17,9,0,33,3,3,-155,1.5,12
913,484,H,Oakland,0,0,0,13,13,44,43,135,19.5,12
913,485,V,Baltimore,0,3,10,0,13,52,46.5,190,22.5,13
913,486,H,Denver,6,3,7,3,19,4,5,-230,1.5,13
913,487,V,NYGiants,3,10,3,10,26,49.5,52,245,28,14
913,488,H,Dallas,3,3,7,14,27,6,7,-310,8.5,14
914,489,V,Philadelphia,0,3,14,7,24,1,3,-185,6.5,15
914,490,H,Atlanta,3,17,0,6,26,53,55,165,30,15
914,491,V,Minnesota,0,0,0,3,3,41,3,-155,3,16
914,492,H,SanFrancisco,0,7,3,10,20,3.5,42.5,135,21.5,16
917,101,V,Denver,0,14,3,14,31,45,41.5,145,21.5,17
917,102,H,KansasCity,0,14,3,7,24,2.5,3,-165,2.5,17
920,261,V,Houston,3,0,7,7,17,41,41,120,20,18
920,262,H,Carolina,0,10,7,7,24,3.5,3,-140,pk,18
920,263,V,TampaBay,3,7,13,3,26,48.5,47,365,24,19
920,264,H,NewOrleans,0,7,0,12,19,10.5,10,-460,6.5,19
920,265,V,SanFrancisco,0,3,0,15,18,44,46,215,20.5,20
920,266,H,Pittsburgh,8,21,0,14,43,6.5,6,-255,1,20
920,267,V,Detroit,0,10,0,6,16,44,44,130,1,21
920,268,H,Minnesota,7,10,6,3,26,3,2.5,-150,22,21
920,269,V,NewEngland,14,10,13,3,40,1.5,45,100,23.5,22
920,270,H,Buffalo,7,6,0,19,32,46,1,-120,2,22
920,271,V,Arizona,14,14,14,6,48,2,2,-130,1,23
920,272,H,Chicago,7,13,3,0,23,45,46,110,23,23
920,273,V,Tennessee,0,0,7,7,14,41.5,41,-101,1,24
920,274,H,Cleveland,14,7,0,7,28,4,1,-119,20.5,24
920,275,V,SanDiego,3,3,7,6,19,45.5,48,160,24,25
920,276,H,Cincinnati,7,7,3,7,24,3.5,3,-180,pk,25
920,277,V,St.Louis,0,0,10,0,10,3,3,-180,3.5,26
920,278,H,Washington,10,7,0,7,24,41.5,41,160,20.5,26
920,279,V,Atlanta,7,3,0,14,24,51,50,110,25.5,27
920,280,H,NYGiants,0,13,7,0,20,2,2,-130,pk,27
920,281,V,Baltimore,10,10,0,13,33,6,6,-270,4,28
920,282,H,Oakland,10,10,10,7,37,43.5,42,220,24,28
920,283,V,Miami,3,10,7,0,20,4,5,-231,6,29
920,284,H,Jacksonville,10,10,0,3,23,41.5,42.5,191,24,29
920,285,V,Dallas,3,3,7,7,20,55.5,53,215,27,30
920,286,H,Philadelphia,0,0,0,10,10,5,6.5,-255,4.5,30
920,287,V,Seattle,3,0,14,0,17,48,49.5,165,2,31
920,288,H,GreenBay,10,3,3,11,27,3.5,3,-185,26.5,31
921,289,V,NYJets,7,3,0,10,20,46.5,45.5,215,24.5,32
921,290,H,Indianapolis,0,0,0,7,7,6.5,6,-265,7,32
924,301,V,Washington,0,6,0,15,21,45,45,150,0.5,33
924,302,H,NYGiants,12,3,3,14,32,4,3,-170,23,33
927,461,V,Pittsburgh,3,6,0,3,12,2.5,48.5,-105,24.5,34
927,462,H,St.Louis,0,3,0,3,6,48,1,-115,0.5,34
927,463,V,SanDiego,0,7,0,7,14,45.5,45.5,115,0.5,35
927,464,H,Minnesota,3,7,14,7,31,1,2,-135,22.5,35
927,465,V,TampaBay,0,9,0,0,9,41.5,41,220,21,36
927,466,H,Houston,7,0,3,9,19,6.5,6,-270,4.5,36
927,467,V,Philadelphia,3,21,0,0,24,48,47,150,23,37
927,468,H,NYJets,0,7,0,10,17,2,3,-170,3.5,37
927,469,V,NewOrleans,3,7,6,6,22,44,43,355,21.5,38
927,470,H,Carolina,0,10,10,7,27,3.5,9.5,-445,6.5,38
927,471,V,Jacksonville,0,3,7,7,17,47.5,48.5,880,24,39
927,472,H,NewEngland,10,10,17,14,51,14,14,-1230,6.5,39
927,473,V,Cincinnati,7,7,0,14,28,44,45.5,120,21.5,40
927,474,H,Baltimore,0,0,7,17,24,2.5,2.5,-140,3,40
